Gene stable ID	Transcript length (including UTRs and CDS)
ENSG00000236751	626
ENSG00000236753	2279
ENSG00000236754	1838
ENSG00000236756	2865
ENSG00000236758	720
ENSG00000236759	4129
ENSG00000236760	718
ENSG00000236761	2334
ENSG00000236762	588
ENSG00000236763	379
ENSG00000236764	250
ENSG00000236765	2093
ENSG00000236766	738
ENSG00000236768	547
ENSG00000236769	1766
ENSG00000236770	857
ENSG00000236771	937
ENSG00000236772	986
ENSG00000236773	231
ENSG00000236775	1256
ENSG00000236776	460
ENSG00000236777	473
ENSG00000236778	3215
ENSG00000236779	848
ENSG00000236780	2100
ENSG00000236782	1468
ENSG00000236783	343
ENSG00000236785	866
ENSG00000236786	923
ENSG00000236790	2342
ENSG00000236791	932
ENSG00000236792	443
ENSG00000236794	255
ENSG00000236795	2145
ENSG00000236796	1184
ENSG00000236797	452
ENSG00000236798	1203
ENSG00000236799	344
ENSG00000236800	335
ENSG00000236801	474
ENSG00000236802	1694
ENSG00000236803	1645
ENSG00000236804	753
ENSG00000236806	795
ENSG00000236807	317
ENSG00000236808	3672
ENSG00000236809	834
ENSG00000236810	1074
ENSG00000236811	998
ENSG00000236813	526
ENSG00000236814	1170
ENSG00000236816	2414
ENSG00000236817	538
ENSG00000236818	533
ENSG00000236819	750
ENSG00000236822	222
ENSG00000236823	595
ENSG00000236824	200
ENSG00000236825	641
ENSG00000236826	876
ENSG00000236827	241
ENSG00000236828	293
ENSG00000236829	1715
ENSG00000236830	4651
ENSG00000236831	297
ENSG00000236832	405
ENSG00000236833	1471
ENSG00000236834	1054
ENSG00000236835	411
ENSG00000236836	275
ENSG00000236837	639
ENSG00000236838	404
ENSG00000236839	439
ENSG00000236841	4098
ENSG00000236842	260
ENSG00000236843	1755
ENSG00000236844	474
ENSG00000236846	613
ENSG00000236847	693
ENSG00000236848	265
ENSG00000236849	628
ENSG00000236851	547
ENSG00000236852	1077
ENSG00000236853	941
ENSG00000236854	482
ENSG00000236856	549
ENSG00000236857	553
ENSG00000236858	2383
ENSG00000236859	1411
ENSG00000236860	157
ENSG00000236861	563
ENSG00000236862	361
ENSG00000236863	471
ENSG00000236864	153
ENSG00000236866	763
ENSG00000236867	465
ENSG00000236869	456
ENSG00000236870	417
ENSG00000236871	370
ENSG00000236872	325
ENSG00000236873	2496
ENSG00000236874	404
ENSG00000236875	654
ENSG00000236876	135
ENSG00000236877	317
ENSG00000236878	662
ENSG00000236880	335
ENSG00000236881	991
ENSG00000236882	2052
ENSG00000236883	461
ENSG00000236884	1180
ENSG00000236885	576
ENSG00000236886	552
ENSG00000236887	434
ENSG00000236888	360
ENSG00000236889	271
ENSG00000236890	210
ENSG00000236892	430
ENSG00000236893	1226
ENSG00000236894	1061
ENSG00000236895	1735
ENSG00000236896	402
ENSG00000236897	869
ENSG00000236898	738
ENSG00000236900	256
ENSG00000236901	5984
ENSG00000236902	1266
ENSG00000236903	223
ENSG00000236905	479
ENSG00000236907	412
ENSG00000236908	3004
ENSG00000236909	776
ENSG00000236910	624
ENSG00000236911	682
ENSG00000236912	461
ENSG00000236913	450
ENSG00000236914	967
ENSG00000236915	2402
ENSG00000236917	1197
ENSG00000236918	879
ENSG00000236919	490
ENSG00000236920	771
ENSG00000236921	443
ENSG00000236922	2516
ENSG00000236924	526
ENSG00000236925	897
ENSG00000236926	423
ENSG00000236927	966
ENSG00000236928	521
ENSG00000236929	332
ENSG00000236930	474
ENSG00000236932	580
ENSG00000236934	851
ENSG00000236935	672
ENSG00000236936	723
ENSG00000236937	356
ENSG00000236938	446
ENSG00000236939	496
ENSG00000236940	462
ENSG00000236941	1360
ENSG00000236942	353
ENSG00000236944	366
ENSG00000236946	1087
ENSG00000236947	675
ENSG00000236948	847
ENSG00000236949	3672
ENSG00000236950	595
ENSG00000236951	2939
ENSG00000236953	440
ENSG00000236956	1596
ENSG00000236957	1041
ENSG00000236958	207
ENSG00000236959	882
ENSG00000236960	228
ENSG00000236961	348
ENSG00000236963	2993
ENSG00000236965	934
ENSG00000236966	472
ENSG00000236967	2206
ENSG00000236968	597
ENSG00000236969	532
ENSG00000236971	284
ENSG00000236972	411
ENSG00000236973	1000
ENSG00000236975	599
ENSG00000236976	864
ENSG00000236977	1069
ENSG00000236978	276
ENSG00000236979	1097
ENSG00000236980	706
ENSG00000236981	936
ENSG00000236982	301
ENSG00000236985	833
ENSG00000236986	931
ENSG00000236987	346
ENSG00000236988	1558
ENSG00000236989	853
ENSG00000236990	2287
ENSG00000236991	712
ENSG00000236992	501
ENSG00000236993	1010
ENSG00000236994	679
ENSG00000236996	643
ENSG00000236998	1248
ENSG00000236999	472
ENSG00000237000	327
ENSG00000237001	886
ENSG00000237002	398
ENSG00000237003	321
ENSG00000237004	711
ENSG00000237005	280
ENSG00000237006	709
ENSG00000237007	846
ENSG00000237008	690
ENSG00000237009	734
ENSG00000237010	411
ENSG00000237011	850
ENSG00000237012	1496
ENSG00000237013	725
ENSG00000237014	1063
ENSG00000237015	385
ENSG00000237016	1232
ENSG00000237017	4158
ENSG00000237019	382
ENSG00000237020	17
ENSG00000237022	1874
ENSG00000237023	1766
ENSG00000237024	484
ENSG00000237025	707
ENSG00000237026	312
ENSG00000237027	811
ENSG00000237031	837
ENSG00000237032	885
ENSG00000237033	609
ENSG00000237034	1055
ENSG00000237035	518
ENSG00000237036	2503
ENSG00000237037	2950
ENSG00000237038	1593
ENSG00000237039	210
ENSG00000237040	250
ENSG00000237041	414
ENSG00000237042	132
ENSG00000237043	928
ENSG00000237046	2086
ENSG00000237048	979
ENSG00000237049	354
ENSG00000237050	549
ENSG00000237051	4510
ENSG00000237052	1476
ENSG00000237053	1351
ENSG00000237054	2613
ENSG00000237055	1096
ENSG00000237056	2651
ENSG00000237057	951
ENSG00000237058	373
ENSG00000237061	480
ENSG00000237062	597
ENSG00000237063	616
ENSG00000237064	967
ENSG00000237065	913
ENSG00000237068	854
ENSG00000237070	3743
ENSG00000237071	7001
ENSG00000237072	530
ENSG00000237073	395
ENSG00000237074	1140
ENSG00000237076	683
ENSG00000237077	418
ENSG00000237080	2571
ENSG00000237082	211
ENSG00000237083	301
ENSG00000237085	98
ENSG00000237087	576
ENSG00000237088	788
ENSG00000237089	517
ENSG00000237090	1326
ENSG00000237092	577
ENSG00000237093	1977
ENSG00000237094	902
ENSG00000237095	7576
ENSG00000237098	450
ENSG00000237099	1006
ENSG00000237100	1496
ENSG00000237101	1323
ENSG00000237103	1097
ENSG00000237105	2544
ENSG00000237106	214
ENSG00000237107	313
ENSG00000237108	612
ENSG00000237109	477
ENSG00000237110	1047
ENSG00000237111	50
ENSG00000237112	4510
ENSG00000237114	2503
ENSG00000237115	2433
ENSG00000237118	1056
ENSG00000237119	1234
ENSG00000237120	408
ENSG00000237121	2180
ENSG00000237123	2536
ENSG00000237124	648
ENSG00000237125	5303
ENSG00000237126	1244
ENSG00000237127	253
ENSG00000237128	273
ENSG00000237129	670
ENSG00000237130	370
ENSG00000237131	248
ENSG00000237133	338
ENSG00000237135	1933
ENSG00000237136	932
ENSG00000237137	127
ENSG00000237138	616
ENSG00000237139	284
ENSG00000237140	348
ENSG00000237141	319
ENSG00000237145	831
ENSG00000237148	280
ENSG00000237149	2026
ENSG00000237152	1806
ENSG00000237153	2152
ENSG00000237154	300
ENSG00000237155	1350
ENSG00000237156	267
ENSG00000237158	517
ENSG00000237159	892
ENSG00000237160	193
ENSG00000237161	1549
ENSG00000237162	367
ENSG00000237163	303
ENSG00000237164	338
ENSG00000237165	2549
ENSG00000237166	2050
ENSG00000237167	626
ENSG00000237169	496
ENSG00000237170	584
ENSG00000237171	756
ENSG00000237172	2917
ENSG00000237173	108
ENSG00000237174	719
ENSG00000237175	382
ENSG00000237176	475
ENSG00000237178	394
ENSG00000237179	765
ENSG00000237180	267
ENSG00000237181	731
ENSG00000237182	250
ENSG00000237183	207
ENSG00000237185	916
ENSG00000237186	623
ENSG00000237187	3380
ENSG00000237188	712
ENSG00000237189	156
ENSG00000237190	1223
ENSG00000237192	3546
ENSG00000237193	202
ENSG00000237194	777
ENSG00000237195	464
ENSG00000237196	716
ENSG00000237197	17
ENSG00000237200	273
ENSG00000237202	564
ENSG00000237205	712
ENSG00000237206	1534
ENSG00000237207	1192
ENSG00000237208	639
ENSG00000237210	1435
ENSG00000237211	868
ENSG00000237212	1577
ENSG00000237213	453
ENSG00000237214	582
ENSG00000237215	184
ENSG00000237216	1578
ENSG00000237217	429
ENSG00000237218	1082
ENSG00000237220	545
ENSG00000237221	430
ENSG00000237222	3647
ENSG00000237223	1875
ENSG00000237224	1649
ENSG00000237225	1118
ENSG00000237226	775
ENSG00000237227	307
ENSG00000237230	396
ENSG00000237232	952
ENSG00000237233	863
ENSG00000237234	857
ENSG00000237235	9
ENSG00000237236	200
ENSG00000237238	1594
ENSG00000237242	336
ENSG00000237243	577
ENSG00000237247	778
ENSG00000237248	2472
ENSG00000237249	395
ENSG00000237250	3127
ENSG00000237251	771
ENSG00000237252	461
ENSG00000237254	447
ENSG00000237256	427
ENSG00000237257	1025
ENSG00000237258	2611
ENSG00000237259	258
ENSG00000237260	441
ENSG00000237261	283
ENSG00000237262	469
ENSG00000237263	2162
ENSG00000237264	551
ENSG00000237265	1536
ENSG00000237266	411
ENSG00000237267	2029
ENSG00000237268	1621
ENSG00000237269	947
ENSG00000237271	541
ENSG00000237272	952
ENSG00000237273	492
ENSG00000237274	1004
ENSG00000237275	271
ENSG00000237276	1720
ENSG00000237278	1563
ENSG00000237279	395
ENSG00000237280	688
ENSG00000237281	535
ENSG00000237282	727
ENSG00000237283	733
ENSG00000237284	1137
ENSG00000237285	960
ENSG00000237286	969
ENSG00000237289	2396
ENSG00000237290	2283
ENSG00000237292	542
ENSG00000237293	336
ENSG00000237294	1513
ENSG00000237295	960
ENSG00000237296	4223
ENSG00000237297	747
ENSG00000237298	4592
ENSG00000237299	568
ENSG00000237300	500
ENSG00000237301	2845
ENSG00000237302	1177
ENSG00000237303	274
ENSG00000237306	327
ENSG00000237307	2678
ENSG00000237308	510
ENSG00000237309	1030
ENSG00000237310	540
ENSG00000237311	857
ENSG00000237312	438
ENSG00000237313	466
ENSG00000237314	496
ENSG00000237316	549
ENSG00000237317	935
ENSG00000237319	230
ENSG00000237320	499
ENSG00000237321	649
ENSG00000237322	463
ENSG00000237323	146
ENSG00000237324	791
ENSG00000237325	758
ENSG00000237326	487
ENSG00000237327	357
ENSG00000237328	724
ENSG00000237329	507
ENSG00000237330	1902
ENSG00000237331	482
ENSG00000237333	2704
ENSG00000237334	75
ENSG00000237335	1915
ENSG00000237336	722
ENSG00000237337	858
ENSG00000237338	500
ENSG00000237339	2471
ENSG00000237341	542
ENSG00000237342	479
ENSG00000237343	314
ENSG00000237344	3210
ENSG00000237345	617
ENSG00000237346	489
ENSG00000237347	403
ENSG00000237348	198
ENSG00000237349	283
ENSG00000237350	576
ENSG00000237351	1248
ENSG00000237352	2575
ENSG00000237353	1983
ENSG00000237354	937
ENSG00000237356	1276
ENSG00000237357	2579
ENSG00000237358	351
ENSG00000237359	728
ENSG00000237360	420
ENSG00000237361	978
ENSG00000237363	395
ENSG00000237365	349
ENSG00000237366	879
ENSG00000237369	381
ENSG00000237370	693
ENSG00000237371	188
ENSG00000237372	2163
ENSG00000237373	489
ENSG00000237377	343
ENSG00000237378	1436
ENSG00000237379	527
ENSG00000237380	999
ENSG00000237381	1423
ENSG00000237382	465
ENSG00000237383	262
ENSG00000237385	641
ENSG00000237387	660
ENSG00000237388	1064
ENSG00000237389	411
ENSG00000237390	5586
ENSG00000237395	813
ENSG00000237396	659
ENSG00000237398	229
ENSG00000237399	3998
ENSG00000237400	531
ENSG00000237401	2454
ENSG00000237402	365
ENSG00000237403	1731
ENSG00000237405	1597
ENSG00000237406	1135
ENSG00000237407	775
ENSG00000237408	499
ENSG00000237409	428
ENSG00000237410	469
ENSG00000237412	2158
ENSG00000237413	1993
ENSG00000237414	687
ENSG00000237415	865
ENSG00000237417	1805
ENSG00000237418	155
ENSG00000237419	538
ENSG00000237421	381
ENSG00000237422	506
ENSG00000237423	429
ENSG00000237424	2509
ENSG00000237425	888
ENSG00000237426	1459
ENSG00000237427	312
ENSG00000237428	1561
ENSG00000237429	283
ENSG00000237432	582
ENSG00000237433	881
ENSG00000237434	832
ENSG00000237435	967
ENSG00000237436	415
ENSG00000237437	1227
ENSG00000237438	2726
ENSG00000237439	630
ENSG00000237440	2867
ENSG00000237441	3278
ENSG00000237442	958
ENSG00000237443	907
ENSG00000237444	525
ENSG00000237445	379
ENSG00000237446	351
ENSG00000237447	1922
ENSG00000237448	1203
ENSG00000237449	1039
ENSG00000237450	469
ENSG00000237451	367
ENSG00000237452	2749
ENSG00000237453	343
ENSG00000237455	553
ENSG00000237456	405
ENSG00000237457	526
ENSG00000237458	271
ENSG00000237459	2706
ENSG00000237460	708
ENSG00000237461	1544
ENSG00000237462	1104
ENSG00000237463	2400
ENSG00000237464	355
ENSG00000237466	328
ENSG00000237467	412
ENSG00000237468	2190
ENSG00000237469	1279
ENSG00000237470	470
ENSG00000237471	555
ENSG00000237472	319
ENSG00000237473	470
ENSG00000237475	739
ENSG00000237476	684
ENSG00000237477	552
ENSG00000237478	262
ENSG00000237479	430
ENSG00000237480	2281
ENSG00000237481	640
ENSG00000237482	501
ENSG00000237483	445
ENSG00000237484	2908
ENSG00000237487	1036
ENSG00000237489	2843
ENSG00000237490	455
ENSG00000237491	1873
ENSG00000237492	913
ENSG00000237493	604
ENSG00000237494	349
ENSG00000237495	1701
ENSG00000237498	385
ENSG00000237499	1959
ENSG00000237500	332
ENSG00000237501	249
ENSG00000237503	408
ENSG00000237505	3542
ENSG00000237506	861
ENSG00000237508	1544
ENSG00000237510	1672
ENSG00000237512	647
ENSG00000237513	891
ENSG00000237514	514
ENSG00000237515	6724
ENSG00000237517	5492
ENSG00000237520	423
ENSG00000237521	1715
ENSG00000237522	1231
ENSG00000237523	2161
ENSG00000237524	811
ENSG00000237525	1642
ENSG00000237527	480
ENSG00000237528	189
ENSG00000237529	1099
ENSG00000237530	473
ENSG00000237531	588
ENSG00000237532	357
ENSG00000237536	984
ENSG00000237539	611
ENSG00000237540	301
ENSG00000237541	1524
ENSG00000237542	513
ENSG00000237544	1047
ENSG00000237545	187
ENSG00000237546	1116
ENSG00000237547	60
ENSG00000237548	1052
ENSG00000237549	693
ENSG00000237550	636
ENSG00000237551	448
ENSG00000237552	448
ENSG00000237553	220
ENSG00000237554	797
ENSG00000237555	400
ENSG00000237556	583
ENSG00000237557	727
ENSG00000237558	1604
ENSG00000237559	53
ENSG00000237560	1319
ENSG00000237563	307
ENSG00000237566	235
ENSG00000237567	589
ENSG00000237568	324
ENSG00000237569	1352
ENSG00000237571	404
ENSG00000237572	261
ENSG00000237574	2398
ENSG00000237575	1076
ENSG00000237576	574
ENSG00000237577	396
ENSG00000237579	1338
ENSG00000237580	391
ENSG00000237581	594
ENSG00000237582	1420
ENSG00000237583	318
ENSG00000237584	579
ENSG00000237585	295
ENSG00000237586	490
ENSG00000237588	4122
ENSG00000237589	256
ENSG00000237590	841
ENSG00000237591	343
ENSG00000237592	329
ENSG00000237593	559
ENSG00000237594	822
ENSG00000237595	733
ENSG00000237596	1881
ENSG00000237599	5684
ENSG00000237601	156
ENSG00000237603	556
ENSG00000237604	821
ENSG00000237605	358
ENSG00000237606	461
ENSG00000237608	776
ENSG00000237609	292
ENSG00000237610	930
ENSG00000237611	238
ENSG00000237612	569
ENSG00000237613	1187
ENSG00000237614	528
ENSG00000237616	430
ENSG00000237617	201
ENSG00000237618	620
ENSG00000237619	903
ENSG00000237620	682
ENSG00000237621	945
ENSG00000237622	337
ENSG00000237623	635
ENSG00000237624	1535
ENSG00000237626	457
ENSG00000237628	598
ENSG00000237629	288
ENSG00000237630	221
ENSG00000237631	569
ENSG00000237632	312
ENSG00000237633	1296
ENSG00000237634	466
ENSG00000237635	679
ENSG00000237636	2748
ENSG00000237637	1115
ENSG00000237638	2928
ENSG00000237639	334
ENSG00000237640	680
ENSG00000237641	407
ENSG00000237642	612
ENSG00000237643	397
ENSG00000237645	481
ENSG00000237646	531
ENSG00000237649	2706
ENSG00000237650	943
ENSG00000237651	1070
ENSG00000237653	478
ENSG00000237654	4335
ENSG00000237655	590
ENSG00000237659	502
ENSG00000237661	719
ENSG00000237662	557
ENSG00000237663	344
ENSG00000237664	455
ENSG00000237665	520
ENSG00000237666	530
ENSG00000237667	2212
ENSG00000237668	372
ENSG00000237669	996
ENSG00000237670	201
ENSG00000237671	527
ENSG00000237672	803
ENSG00000237674	448
ENSG00000237675	749
ENSG00000237676	333
ENSG00000237679	852
ENSG00000237682	1792
ENSG00000237684	818
ENSG00000237685	1475
ENSG00000237686	2232
ENSG00000237687	332
ENSG00000237689	500
ENSG00000237690	943
ENSG00000237691	580
ENSG00000237693	1659
ENSG00000237698	1084
ENSG00000237699	633
ENSG00000237700	1518
ENSG00000237701	322
ENSG00000237702	391
ENSG00000237703	3546
ENSG00000237704	1457
ENSG00000237705	619
ENSG00000237706	1516
ENSG00000237707	568
ENSG00000237708	772
ENSG00000237709	1403
ENSG00000237710	1560
ENSG00000237711	774
ENSG00000237713	842
ENSG00000237714	839
ENSG00000237716	266
ENSG00000237717	250
ENSG00000237718	1326
ENSG00000237719	656
ENSG00000237720	574
ENSG00000237721	509
ENSG00000237722	647
ENSG00000237723	624
ENSG00000237724	2483
ENSG00000237725	948
ENSG00000237727	1180
ENSG00000237728	433
ENSG00000237729	252
ENSG00000237730	610
ENSG00000237731	728
ENSG00000237732	1156
ENSG00000237733	2206
ENSG00000237734	708
ENSG00000237735	438
ENSG00000237737	2145
ENSG00000237738	337
ENSG00000237740	1586
ENSG00000237741	388
ENSG00000237742	2635
ENSG00000237743	530
ENSG00000237745	339
ENSG00000237746	1720
ENSG00000237747	721
ENSG00000237748	336
ENSG00000237749	253
ENSG00000237750	2999
ENSG00000237751	625
ENSG00000237752	1447
ENSG00000237753	2022
ENSG00000237754	631
ENSG00000237756	469
ENSG00000237757	1315
ENSG00000237758	261
ENSG00000237759	567
ENSG00000237760	239
ENSG00000237761	1155
ENSG00000237763	1790
ENSG00000237764	1453
ENSG00000237765	4377
ENSG00000237766	1125
ENSG00000237767	731
ENSG00000237768	291
ENSG00000237770	4388
ENSG00000237772	680
ENSG00000237773	1733
ENSG00000237774	630
ENSG00000237775	3994
ENSG00000237777	966
ENSG00000237781	665
ENSG00000237782	469
ENSG00000237783	864
ENSG00000237784	356
ENSG00000237786	332
ENSG00000237787	797
ENSG00000237788	1653
ENSG00000237790	597
ENSG00000237793	531
ENSG00000237797	347
ENSG00000237798	457
ENSG00000237799	2827
ENSG00000237801	992
ENSG00000237802	2340
ENSG00000237803	1923
ENSG00000237804	960
ENSG00000237806	401
ENSG00000237807	2387
ENSG00000237808	1097
ENSG00000237810	1459
ENSG00000237811	1084
ENSG00000237812	655
ENSG00000237813	699
ENSG00000237814	625
ENSG00000237816	475
ENSG00000237818	769
ENSG00000237819	527
ENSG00000237821	1099
ENSG00000237823	1613
ENSG00000237824	452
ENSG00000237825	3278
ENSG00000237827	400
ENSG00000237828	1197
ENSG00000237829	1723
ENSG00000237832	371
ENSG00000237833	1432
ENSG00000237834	2507
ENSG00000237835	359
ENSG00000237836	656
ENSG00000237837	555
ENSG00000237838	584
ENSG00000237840	1131
ENSG00000237841	191
ENSG00000237842	1531
ENSG00000237843	326
ENSG00000237844	714
ENSG00000237845	740
ENSG00000237846	706
ENSG00000237848	234
ENSG00000237849	972
ENSG00000237850	3100
ENSG00000237851	444
ENSG00000237852	423
ENSG00000237853	480
ENSG00000237854	678
ENSG00000237856	801
ENSG00000237859	1131
ENSG00000237860	301
ENSG00000237861	1034
ENSG00000237862	1965
ENSG00000237863	1142
ENSG00000237864	699
ENSG00000237865	1370
ENSG00000237868	479
ENSG00000237870	1958
ENSG00000237871	75
ENSG00000237872	1085
ENSG00000237873	453
ENSG00000237874	351
ENSG00000237875	59
ENSG00000237876	922
ENSG00000237877	1079
ENSG00000237879	906
ENSG00000237880	609
ENSG00000237881	778
ENSG00000237882	478
ENSG00000237883	601
ENSG00000237884	997
ENSG00000237885	409
ENSG00000237886	738
ENSG00000237887	459
ENSG00000237888	468
ENSG00000237889	3656
ENSG00000237890	1093
ENSG00000237891	251
ENSG00000237892	655
ENSG00000237894	1980
ENSG00000237896	715
ENSG00000237897	593
ENSG00000237898	1032
ENSG00000237899	471
ENSG00000237900	1875
ENSG00000237901	376
ENSG00000237902	731
ENSG00000237903	433
ENSG00000237904	399
ENSG00000237905	975
ENSG00000237906	566
ENSG00000237910	1419
ENSG00000237911	344
ENSG00000237913	394
ENSG00000237914	2795
ENSG00000237916	311
ENSG00000237917	2337
ENSG00000237918	1020
ENSG00000237919	694
ENSG00000237920	317
ENSG00000237921	369
ENSG00000237922	656
ENSG00000237923	799
ENSG00000237924	463
ENSG00000237926	814
ENSG00000237927	2002
ENSG00000237928	1275
ENSG00000237929	332
ENSG00000237930	371
ENSG00000237931	752
ENSG00000237934	573
ENSG00000237936	436
ENSG00000237937	583
ENSG00000237938	755
ENSG00000237939	652
ENSG00000237940	2170
ENSG00000237941	1093
ENSG00000237943	1133
ENSG00000237945	9124
ENSG00000237947	613
ENSG00000237948	562
ENSG00000237949	477
ENSG00000237950	494
ENSG00000237951	499
ENSG00000237952	353
ENSG00000237953	267
ENSG00000237954	845
ENSG00000237955	472
ENSG00000237956	225
ENSG00000237957	1298
ENSG00000237959	322
ENSG00000237961	765
ENSG00000237962	3651
ENSG00000237963	658
ENSG00000237964	1148
ENSG00000237968	701
ENSG00000237970	1457
ENSG00000237971	1362
ENSG00000237972	1358
ENSG00000237973	1543
ENSG00000237974	193
ENSG00000237975	2995
ENSG00000237976	618
ENSG00000237977	563
ENSG00000237978	964
ENSG00000237979	793
ENSG00000237980	473
ENSG00000237982	485
ENSG00000237984	3996
ENSG00000237986	1227
ENSG00000237987	455
ENSG00000237988	5365
ENSG00000237989	2798
ENSG00000237990	1640
ENSG00000237991	370
ENSG00000237992	1643
ENSG00000237993	705
ENSG00000237994	465
ENSG00000237997	918
ENSG00000237999	1116
ENSG00000238000	720
ENSG00000238001	458
ENSG00000238002	3857
ENSG00000238003	308
ENSG00000238004	511
ENSG00000238005	889
ENSG00000238007	495
ENSG00000238008	224
ENSG00000238009	2748
ENSG00000238010	394
ENSG00000238012	289
ENSG00000238013	268
ENSG00000238015	424
ENSG00000238017	461
ENSG00000238018	854
ENSG00000238019	143
ENSG00000238020	515
ENSG00000238021	707
ENSG00000238022	674
ENSG00000238024	258
ENSG00000238025	1035
ENSG00000238026	836
ENSG00000238027	549
ENSG00000238029	760
ENSG00000238031	464
ENSG00000238032	293
ENSG00000238034	569
ENSG00000238035	1066
ENSG00000238037	274
ENSG00000238038	246
ENSG00000238039	655
ENSG00000238040	2910
ENSG00000238041	259
ENSG00000238042	720
ENSG00000238043	566
ENSG00000238045	2449
ENSG00000238046	195
ENSG00000238047	901
ENSG00000238048	822
ENSG00000238049	268
ENSG00000238051	448
ENSG00000238053	423
ENSG00000238054	784
ENSG00000238055	326
ENSG00000238056	2782
ENSG00000238057	1647
ENSG00000238058	311
ENSG00000238059	308
ENSG00000238061	973
ENSG00000238062	3508
ENSG00000238063	1239
ENSG00000238064	758
ENSG00000238065	684
ENSG00000238066	269
ENSG00000238067	492
ENSG00000238069	667
ENSG00000238070	596
ENSG00000238071	516
ENSG00000238072	258
ENSG00000238073	720
ENSG00000238074	945
ENSG00000238075	526
ENSG00000238076	636
ENSG00000238077	888
ENSG00000238078	962
ENSG00000238079	156
ENSG00000238081	662
ENSG00000238082	713
ENSG00000238083	5669
ENSG00000238084	478
ENSG00000238085	344
ENSG00000238086	3613
ENSG00000238087	1600
ENSG00000238088	1155
ENSG00000238090	923
ENSG00000238092	574
ENSG00000238094	319
ENSG00000238097	1195
ENSG00000238098	4188
ENSG00000238099	1690
ENSG00000238100	717
ENSG00000238101	1132
ENSG00000238102	388
ENSG00000238103	580
ENSG00000238104	4525
ENSG00000238105	5266
ENSG00000238107	1918
ENSG00000238108	433
ENSG00000238109	1393
ENSG00000238110	748
ENSG00000238111	457
ENSG00000238113	2877
ENSG00000238114	897
ENSG00000238116	1873
ENSG00000238117	509
ENSG00000238118	510
ENSG00000238120	548
ENSG00000238121	1589
ENSG00000238122	2481
ENSG00000238123	376
ENSG00000238124	164
ENSG00000238125	2021
ENSG00000238126	274
ENSG00000238129	948
ENSG00000238130	1507
ENSG00000238131	625
ENSG00000238132	1312
ENSG00000238133	2538
ENSG00000238134	4129
ENSG00000238135	628
ENSG00000238137	533
ENSG00000238138	105
ENSG00000238139	374
ENSG00000238140	678
ENSG00000238141	691
ENSG00000238142	406
ENSG00000238143	486
ENSG00000238145	1192
ENSG00000238148	123
ENSG00000238149	391
ENSG00000238150	284
ENSG00000238151	262
ENSG00000238152	1026
ENSG00000238153	380
ENSG00000238154	1745
ENSG00000238156	461
ENSG00000238158	361
ENSG00000238160	767
ENSG00000238161	1112
ENSG00000238162	265
ENSG00000238164	3608
ENSG00000238165	237
ENSG00000238166	392
ENSG00000238168	395
ENSG00000238169	771
ENSG00000238170	2079
ENSG00000238171	833
ENSG00000238172	897
ENSG00000238173	150
ENSG00000238176	293
ENSG00000238178	1037
ENSG00000238180	485
ENSG00000238181	1300
ENSG00000238183	244
ENSG00000238184	1460
ENSG00000238185	337
ENSG00000238186	546
ENSG00000238188	603
ENSG00000238189	609
ENSG00000238190	435
ENSG00000238191	1190
ENSG00000238192	498
ENSG00000238193	1415
ENSG00000238194	668
ENSG00000238195	308
ENSG00000238196	5266
ENSG00000238197	3523
ENSG00000238198	2459
ENSG00000238199	437
ENSG00000238200	797
ENSG00000238201	404
ENSG00000238202	349
ENSG00000238203	2881
ENSG00000238205	571
ENSG00000238207	592
ENSG00000238210	607
ENSG00000238211	187
ENSG00000238212	953
ENSG00000238213	1231
ENSG00000238215	1300
ENSG00000238216	1075
ENSG00000238217	2287
ENSG00000238220	390
ENSG00000238221	500
ENSG00000238222	1521
ENSG00000238223	859
ENSG00000238224	271
ENSG00000238225	228
ENSG00000238226	553
ENSG00000238227	2823
ENSG00000238228	1012
ENSG00000238230	1844
ENSG00000238231	367
ENSG00000238232	182
ENSG00000238234	1981
ENSG00000238235	1045
ENSG00000238236	715
ENSG00000238238	955
ENSG00000238241	4544
ENSG00000238242	683
ENSG00000238243	945
ENSG00000238244	354
ENSG00000238245	1277
ENSG00000238246	499
ENSG00000238247	1545
ENSG00000238248	940
ENSG00000238249	743
ENSG00000238250	388
ENSG00000238251	514
ENSG00000238254	295
ENSG00000238255	730
ENSG00000238256	143
ENSG00000238257	201
ENSG00000238258	781
ENSG00000238259	300
ENSG00000238260	622
ENSG00000238262	373
ENSG00000238263	436
ENSG00000238265	612
ENSG00000238266	3105
ENSG00000238267	476
ENSG00000238269	493
ENSG00000238270	414
ENSG00000238271	566
ENSG00000238272	677
ENSG00000238273	2044
ENSG00000238275	847
ENSG00000238276	556
ENSG00000238277	660
ENSG00000238278	758
ENSG00000238279	531
ENSG00000238280	723
ENSG00000238282	168
ENSG00000238283	1693
ENSG00000238284	1171
ENSG00000238285	482
ENSG00000238286	864
ENSG00000238287	605
ENSG00000238288	347
ENSG00000238289	2444
ENSG00000238290	2044
ENSG00000238291	831
ENSG00000238295	104
ENSG00000238297	192
ENSG00000238300	81
ENSG00000238302	63
ENSG00000238304	62
ENSG00000238311	104
ENSG00000238316	104
ENSG00000238317	84
ENSG00000238324	306
ENSG00000238326	104
ENSG00000238344	77
ENSG00000238357	62
ENSG00000238358	578
ENSG00000238363	133
ENSG00000238364	60
ENSG00000238365	60
ENSG00000238366	101
